Date,Age,Infection-Vaccinated,Vaccinated without Validity,Infection-Not Vaccinated,"Infection-Vaccinated per 100,000 residents","Vaccinated without Validity per 100,000 residents","Infection-Not Vaccinated per 100,000 residents"
13-10-2021,מתחת לגיל 60,139,216,1262,3.8,26,41.9
13-10-2021,מעל גיל 60,24,19,38,1.8,17.7,29
13-10-2021,כלל האוכלוסיה,163,235,1315,3.3,25,41.9
14-10-2021,כלל האוכלוסיה,127,177,1002,2.6,18.9,32
14-10-2021,מתחת לגיל 60,105,164,970,2.9,19.8,32.3
14-10-2021,מעל גיל 60,22,13,19,1.7,12.1,14.6
15-10-2021,כלל האוכלוסיה,157,228,1137,3.2,24.3,36.3
15-10-2021,מעל גיל 60,20,20,30,1.5,18.6,23
15-10-2021,מתחת לגיל 60,137,208,1097,3.7,25.1,36.5
16-10-2021,מעל גיל 60,11,7,9,0.8,6.5,6.9
16-10-2021,כלל האוכלוסיה,99,93,530,2,9.9,16.9
16-10-2021,מתחת לגיל 60,88,86,514,2.4,10.3,17.1
17-10-2021,כלל האוכלוסיה,122,187,882,2.4,20,28.2
17-10-2021,מתחת לגיל 60,102,172,858,2.8,20.8,28.6
17-10-2021,מעל גיל 60,20,15,18,1.5,14,13.9
18-10-2021,כלל האוכלוסיה,155,199,1116,3.1,21.4,35.7
18-10-2021,מעל גיל 60,18,14,22,1.4,13.1,17
18-10-2021,מתחת לגיל 60,136,185,1084,3.7,22.5,36.2
19-10-2021,מעל גיל 60,26,7,23,2,6.6,17.8
19-10-2021,מתחת לגיל 60,101,119,833,2.7,14.5,27.8
19-10-2021,כלל האוכלוסיה,127,126,861,2.5,13.5,27.6
20-10-2021,מעל גיל 60,12,11,18,0.9,10.3,14
20-10-2021,מתחת לגיל 60,86,115,757,2.3,14,25.3
20-10-2021,כלל האוכלוסיה,99,126,782,2,13.6,25.1
21-10-2021,מתחת לגיל 60,89,108,723,2.4,13.2,24.2
21-10-2021,מעל גיל 60,16,14,16,1.2,13.2,12.5
21-10-2021,כלל האוכלוסיה,105,122,745,2.1,13.2,23.9
22-10-2021,מעל גיל 60,16,10,13,1.2,9.5,10.2
22-10-2021,מתחת לגיל 60,82,107,729,2.2,13.1,24.4
22-10-2021,כלל האוכלוסיה,98,117,747,1.9,12.7,24
23-10-2021,כלל האוכלוסיה,48,51,221,0.9,5.6,7.1
23-10-2021,מתחת לגיל 60,40,47,209,1.1,5.8,7
23-10-2021,מעל גיל 60,8,4,7,0.6,3.8,5.5
24-10-2021,כלל האוכלוסיה,93,100,624,1.8,11,20
24-10-2021,מתחת לגיל 60,84,92,608,2.2,11.4,20.4
24-10-2021,מעל גיל 60,9,8,12,0.7,7.6,9.4
25-10-2021,מעל גיל 60,16,7,12,1.2,6.7,9.5
25-10-2021,מתחת לגיל 60,80,102,673,2.1,12.7,22.5
25-10-2021,כלל האוכלוסיה,96,109,692,1.9,12,22.2
26-10-2021,כלל האוכלוסיה,63,90,561,1.2,10,18
26-10-2021,מתחת לגיל 60,52,78,541,1.4,9.8,18.1
26-10-2021,מעל גיל 60,11,12,14,0.8,11.5,11.1
27-10-2021,מעל גיל 60,9,8,15,0.7,7.7,11.9
27-10-2021,מתחת לגיל 60,63,74,463,1.7,9.3,15.5
27-10-2021,כלל האוכלוסיה,72,82,483,1.4,9.1,15.6
28-10-2021,מעל גיל 60,16,7,9,1.2,6.8,7.2
28-10-2021,מתחת לגיל 60,44,79,487,1.2,10,16.4
28-10-2021,כלל האוכלוסיה,60,86,503,1.2,9.6,16.2
29-10-2021,כלל האוכלוסיה,68,82,456,1.3,9.1,14.7
29-10-2021,מעל גיל 60,11,7,22,0.8,6.7,17.5
29-10-2021,מתחת לגיל 60,57,75,429,1.5,9.4,14.4
30-10-2021,כלל האוכלוסיה,23,34,164,0.4,3.8,5.3
30-10-2021,מתחת לגיל 60,17,31,158,0.4,3.9,5.3
30-10-2021,מעל גיל 60,6,3,4,0.5,2.9,3.2
31-10-2021,מתחת לגיל 60,41,50,393,1.1,6.3,13.2
31-10-2021,מעל גיל 60,6,6,12,0.5,5.8,9.6
31-10-2021,כלל האוכלוסיה,47,56,411,0.9,6.2,13.3
01-11-2021,מתחת לגיל 60,69,54,505,1.8,6.9,17
01-11-2021,מעל גיל 60,14,5,19,1.1,4.8,15.3
01-11-2021,כלל האוכלוסיה,83,59,530,1.6,6.6,17.1
02-11-2021,מתחת לגיל 60,56,77,465,1.5,9.8,15.6
02-11-2021,מעל גיל 60,14,3,10,1.1,2.9,8.1
02-11-2021,כלל האוכלוסיה,76,80,486,1.5,9,15.7
03-11-2021,מעל גיל 60,12,9,10,0.9,8.7,8.1
03-11-2021,מתחת לגיל 60,52,72,434,1.4,9.1,14.6
03-11-2021,כלל האוכלוסיה,64,81,449,1.2,9.1,14.5
04-11-2021,מתחת לגיל 60,52,46,363,1.4,5.9,12.2
04-11-2021,כלל האוכלוסיה,66,51,390,1.3,5.7,12.6
04-11-2021,מעל גיל 60,14,5,13,1.1,4.8,10.5
05-11-2021,מעל גיל 60,5,8,11,0.4,7.7,8.9
05-11-2021,מתחת לגיל 60,53,57,395,1.4,7.2,13.3
05-11-2021,כלל האוכלוסיה,58,65,412,1.1,7.3,13.3
06-11-2021,מעל גיל 60,5,1,3,0.4,1,2.4
06-11-2021,מתחת לגיל 60,21,19,143,0.5,2.4,4.8
06-11-2021,כלל האוכלוסיה,26,20,150,0.5,2.2,4.9
07-11-2021,כלל האוכלוסיה,59,62,367,1.1,7,11.9
07-11-2021,מתחת לגיל 60,52,56,360,1.4,7.1,12.1
07-11-2021,מעל גיל 60,7,6,6,0.5,5.8,4.9
08-11-2021,מעל גיל 60,14,6,12,1.1,5.8,9.8
08-11-2021,מתחת לגיל 60,47,66,404,1.2,8.4,13.6
08-11-2021,כלל האוכלוסיה,61,72,419,1.2,8.1,13.6
09-11-2021,מעל גיל 60,15,5,7,1.1,4.8,5.7
09-11-2021,כלל האוכלוסיה,39,61,367,0.8,6.9,11.9
09-11-2021,מתחת לגיל 60,24,56,354,0.6,7.2,11.9
10-11-2021,מעל גיל 60,9,2,8,0.7,1.9,6.6
10-11-2021,כלל האוכלוסיה,38,36,412,0.7,4.1,13.4
10-11-2021,מתחת לגיל 60,29,34,401,0.8,4.4,13.5
11-11-2021,מעל גיל 60,15,3,10,1.1,2.9,8.2
11-11-2021,כלל האוכלוסיה,48,44,291,0.9,5,9.4
11-11-2021,מתחת לגיל 60,33,41,277,0.9,5.3,9.4
12-11-2021,מעל גיל 60,17,5,9,1.3,4.8,7.4
12-11-2021,כלל האוכלוסיה,60,43,339,1.2,4.9,11
12-11-2021,מתחת לגיל 60,43,38,323,1.1,4.9,10.9
13-11-2021,כלל האוכלוסיה,32,22,166,0.6,2.5,5.4
13-11-2021,מעל גיל 60,7,0,7,0.5,0,5.8
13-11-2021,מתחת לגיל 60,25,22,159,0.6,2.8,5.4
14-11-2021,מעל גיל 60,7,1,6,0.5,1,5
14-11-2021,כלל האוכלוסיה,44,46,298,0.8,5.2,9.7
14-11-2021,מתחת לגיל 60,37,45,284,1,5.8,9.6
15-11-2021,מעל גיל 60,16,4,13,1.2,3.9,10.8
15-11-2021,מתחת לגיל 60,38,48,399,1,6.2,13.5
15-11-2021,כלל האוכלוסיה,54,53,416,1,6,13.5
16-11-2021,מעל גיל 60,11,6,10,0.8,5.8,8.3
16-11-2021,מתחת לגיל 60,45,62,414,1.2,8,14
16-11-2021,כלל האוכלוסיה,56,68,427,1.1,7.8,13.9
17-11-2021,מעל גיל 60,12,1,10,0.9,1,8.3
17-11-2021,כלל האוכלוסיה,55,51,375,1.1,5.8,12.2
17-11-2021,מתחת לגיל 60,43,50,338,1.1,6.5,11.4
18-11-2021,כלל האוכלוסיה,50,48,362,1,5.5,11.8
18-11-2021,מתחת לגיל 60,44,40,350,1.1,5.2,11.8
18-11-2021,מעל גיל 60,6,8,10,0.4,7.8,8.4
19-11-2021,מתחת לגיל 60,56,56,362,1.4,7.3,12.3
19-11-2021,כלל האוכלוסיה,71,60,371,1.4,6.9,12.1
19-11-2021,מעל גיל 60,15,4,7,1.1,3.9,5.9
20-11-2021,מתחת לגיל 60,23,26,171,0.6,3.4,5.8
20-11-2021,כלל האוכלוסיה,25,27,181,0.5,3.1,5.9
20-11-2021,מעל גיל 60,2,1,9,0.1,1,7.5
21-11-2021,מעל גיל 60,2,3,9,0.1,2.9,7.6
21-11-2021,מתחת לגיל 60,64,43,316,1.6,5.6,10.7
21-11-2021,כלל האוכלוסיה,66,47,329,1.3,5.4,10.7
22-11-2021,מעל גיל 60,10,6,10,0.7,5.9,8.4
22-11-2021,מתחת לגיל 60,69,65,548,1.8,8.5,18.6
22-11-2021,כלל האוכלוסיה,80,71,562,1.5,8.2,18.3
23-11-2021,מתחת לגיל 60,66,69,431,1.7,9,14.6
23-11-2021,כלל האוכלוסיה,77,76,445,1.5,8.8,14.5
23-11-2021,מעל גיל 60,11,7,9,0.8,6.8,7.6
24-11-2021,כלל האוכלוסיה,68,42,428,1.3,4.9,14
24-11-2021,מעל גיל 60,14,3,10,1,2.9,8.5
24-11-2021,מתחת לגיל 60,54,39,416,1.4,5.1,14.2
25-11-2021,כלל האוכלוסיה,75,51,401,1.4,5.9,13.2
25-11-2021,מעל גיל 60,11,4,2,0.8,3.9,1.7
25-11-2021,מתחת לגיל 60,64,46,394,1.6,6,13.5
26-11-2021,מעל גיל 60,11,5,15,0.8,4.9,12.7
26-11-2021,מתחת לגיל 60,65,52,381,1.7,6.8,13.1
26-11-2021,כלל האוכלוסיה,76,57,397,1.5,6.6,13.1
27-11-2021,מתחת לגיל 60,22,16,120,0.6,2.1,4.1
27-11-2021,מעל גיל 60,1,4,5,0.1,3.9,4.3
27-11-2021,כלל האוכלוסיה,23,20,125,0.4,2.3,4.1
28-11-2021,מתחת לגיל 60,79,52,375,2,6.8,12.9
28-11-2021,מעל גיל 60,7,1,3,0.5,1,2.6
28-11-2021,כלל האוכלוסיה,86,53,384,1.6,6.1,12.7
29-11-2021,כלל האוכלוסיה,64,55,367,1.2,6.4,12.2
29-11-2021,מתחת לגיל 60,57,49,360,1.5,6.5,12.4
29-11-2021,מעל גיל 60,7,6,6,0.5,5.9,5.1
